problem,dim,method,seed,budget,success,first_feasible,best_f,final_ncv,declared_cost,elapsed_sec
G06,2,DCAS-DE,27,400,1,107,-5705.628412734891,0.0,380.5477273427902,0.3171231640008045
G06,2,DCAS-DE,28,400,0,401,inf,0.0227242863464297,384.4538805647754,0.2251114919999963
G06,2,DCAS-DE,29,400,0,401,inf,0.0015563537601157,382.3372147515532,0.1736474159988574
G06,2,DCAS-PSO,0,400,0,401,inf,0.0099926591671376,379.5199392596632,0.162828761000128
G06,2,DCAS-PSO,1,400,1,151,-2987.847954891705,0.0,381.85708677684056,0.2114532690011401
G06,2,DCAS-PSO,2,400,0,401,inf,0.036924474635246,378.7867891890221,0.1679655870011629
G06,2,DCAS-PSO,3,400,0,401,inf,0.0221647537390046,383.5061003003418,0.1850128019996191
G06,2,DCAS-PSO,4,400,0,401,inf,0.0068604188876339,381.24439326500647,0.1654399309991276
G06,2,DCAS-PSO,5,400,0,401,inf,0.0142117577343661,384.21487308350027,0.1754186449998087
G06,2,DCAS-PSO,6,400,0,401,inf,0.0098395572887149,381.7300536195464,0.1671261260016763
G06,2,DCAS-PSO,7,400,0,401,inf,0.0258823102518561,384.6494770097276,0.1907011950006563
G06,2,DCAS-PSO,8,400,0,401,inf,0.003244382866243,384.77346646995153,0.1639022350009327
G06,2,DCAS-PSO,9,400,0,401,inf,0.022380770564088,384.0787385480529,0.1780571369999961
G06,2,DCAS-PSO,10,400,0,401,inf,0.0100899543634846,381.1654672832975,0.1600578690013208
G06,2,DCAS-PSO,11,400,0,401,inf,0.007518525256561,381.1160338909664,0.1928182949995971
G06,2,DCAS-PSO,12,400,0,401,inf,0.0099781231521846,382.2155096168422,0.2594157780004025
G06,2,DCAS-PSO,13,400,0,401,inf,0.0103695885948169,387.6126530797615,0.1773422490005032
G06,2,DCAS-PSO,14,400,0,401,inf,0.0101519208101865,379.9124217074544,0.1726063639998756
G06,2,DCAS-PSO,15,400,0,401,inf,0.0102567516075606,381.60763324826553,0.1758422059992881
G06,2,DCAS-PSO,16,400,0,401,inf,0.0100047703984982,379.2038862473895,0.1634586749987647
G06,2,DCAS-PSO,17,400,0,401,inf,0.0178765588935608,379.98040281493866,0.1849759279994032
G06,2,DCAS-PSO,18,400,0,401,inf,0.0100662567502198,384.7303366633092,0.1162572949997411
G06,2,DCAS-PSO,19,400,0,401,inf,0.0100093764281183,387.0052062007955,0.0807063890006247
G06,2,DCAS-PSO,20,400,0,401,inf,0.0100300817125907,378.7957135429768,0.0784778500001266
G06,2,DCAS-PSO,21,400,0,401,inf,0.0052045099283841,382.5254542338518,0.0758152489997883
G06,2,DCAS-PSO,22,400,0,401,inf,0.0230563900869308,386.5980490043577,0.0791751409997232
G06,2,DCAS-PSO,23,400,0,401,inf,0.0101411124857536,384.8488068901263,0.0786715739995997
G06,2,DCAS-PSO,24,400,0,401,inf,0.0100149411808441,377.7273088221196,0.0725175170009606
G06,2,DCAS-PSO,25,400,0,401,inf,0.0179902311888219,379.96972774474574,0.076238616999035
G06,2,DCAS-PSO,26,400,1,306,-5467.213626601711,0.0,378.8526436860232,0.0774076390007394
G06,2,DCAS-PSO,27,400,0,401,inf,0.0218872728965652,383.7144546945274,0.0743318269996962
G06,2,DCAS-PSO,28,400,0,401,inf,0.0230083694023765,387.6417831380256,0.0751419930002157
G06,2,DCAS-PSO,29,400,1,142,-3581.4431781436715,0.0,378.96995568570617,0.0904725089985731
G06,2,JADE-NCV,0,400,1,242,-5114.875307212329,0.0,400.0,0.0605955739993078
G06,2,JADE-NCV,1,400,0,401,inf,0.0033632900094412,400.0,0.0717065680000814
G06,2,JADE-NCV,2,400,1,338,-1697.230003215417,0.0,400.0,0.063941282000087
G06,2,JADE-NCV,3,400,1,376,-4081.596899806285,0.0,400.0,0.0570580559997324
G06,2,JADE-NCV,4,400,0,401,inf,0.0050848149846433,400.0,0.0507060480013024
G06,2,JADE-NCV,5,400,1,282,-2910.168729422396,0.0,400.0,0.038676514999679
G06,2,JADE-NCV,6,400,0,401,inf,0.010101564009523,400.0,0.0339032749998295
G06,2,JADE-NCV,7,400,1,366,-3126.6847417393474,0.0,400.0,0.032136736999746
G06,2,JADE-NCV,8,400,1,365,-1388.208195481737,0.0,400.0,0.0300484529998357
G06,2,JADE-NCV,9,400,0,401,inf,0.0082144063274513,400.0,0.0322751439998683
G06,2,JADE-NCV,10,400,1,316,-5231.2920574531445,0.0,400.0,0.0319588389993441
G06,2,JADE-NCV,11,400,0,401,inf,0.0010417177041104,400.0,0.0291746579987375
G06,2,JADE-NCV,12,400,1,395,-2731.867366862204,0.0,400.0,0.0279002110000874
G06,2,JADE-NCV,13,400,0,401,inf,0.0156025759162248,400.0,0.0298594750001939
G06,2,JADE-NCV,14,400,1,313,-5072.4711417293365,0.0,400.0,0.0269371260001207
G06,2,JADE-NCV,15,400,0,401,inf,0.0013192447578864,400.0,0.0297162440001557
G06,2,JADE-NCV,16,400,0,401,inf,0.0045188214025606,400.0,0.0766580590006924
G06,2,JADE-NCV,17,400,1,321,-4303.878623141828,0.0,400.0,0.0646734019992436
G06,2,JADE-NCV,18,400,1,378,-5073.394531434165,0.0,400.0,0.0697499750003771
G06,2,JADE-NCV,19,400,1,300,-4563.056516761814,0.0,400.0,0.0733078650009702
G06,2,JADE-NCV,20,400,0,401,inf,0.0102897378788516,400.0,0.0874317830002837
G06,2,JADE-NCV,21,400,0,401,inf,0.0104858418086445,400.0,0.0588912449984491
G06,2,JADE-NCV,22,400,0,401,inf,0.0012858081935118,400.0,0.0670944610010337
G06,2,JADE-NCV,23,400,0,401,inf,0.0118546442474851,400.0,0.0630879729997104
G06,2,JADE-NCV,24,400,0,401,inf,0.0030902738429251,400.0,0.079300172999865
G06,2,JADE-NCV,25,400,0,401,inf,0.0037163442272726,400.0,0.0692135040007997
G06,2,JADE-NCV,26,400,1,391,-4977.946661038394,0.0,400.0,0.0606537100011337
G06,2,JADE-NCV,27,400,1,285,-2608.178714160208,0.0,400.0,0.0645298740000726
G06,2,JADE-NCV,28,400,0,401,inf,0.0038107279134182,400.0,0.0610049570004775
G06,2,JADE-NCV,29,400,1,317,-5441.232140584412,0.0,400.0,0.0650205630008713
G06,2,PSO,0,400,0,401,inf,0.0173115129874227,400.0,0.0239157920004799
G06,2,PSO,1,400,0,401,inf,0.02385115632874,400.0,0.0177353359995322
G06,2,PSO,2,400,0,401,inf,0.0219122731368178,400.0,0.0266742280000471
G06,2,PSO,3,400,0,401,inf,0.024440642721412,400.0,0.0236663859996042
G06,2,PSO,4,400,0,401,inf,0.0102651864836726,400.0,0.0152780910011642
G06,2,PSO,5,400,0,401,inf,0.0223884372877648,400.0,0.0251258759999473
G06,2,PSO,6,400,0,401,inf,0.0100924241778447,400.0,0.0170669060007639
G06,2,PSO,7,400,0,401,inf,0.0100596826920251,400.0,0.0129930669991153
G06,2,PSO,8,400,0,401,inf,0.0239576962970131,400.0,0.0133972909989097
G06,2,PSO,9,400,0,401,inf,0.0103811530544825,400.0,0.014660458000435
G06,2,PSO,10,400,0,401,inf,0.0220918515751636,400.0,0.0132193219997134
G06,2,PSO,11,400,0,401,inf,0.0103262773739833,400.0,0.0120883270010381
G06,2,PSO,12,400,0,401,inf,0.0100687035753263,400.0,0.0147646409986919
G06,2,PSO,13,400,0,401,inf,0.0145172046841474,400.0,0.0125974399998085
G06,2,PSO,14,400,0,401,inf,0.0092026263844964,400.0,0.0124984799986123
G06,2,PSO,15,400,0,401,inf,0.0234595974989582,400.0,0.0115904320009576
G06,2,PSO,16,400,0,401,inf,0.0064261726976679,400.0,0.0123653829996328
G06,2,PSO,17,400,0,401,inf,0.0101209603243164,400.0,0.0143170499995903
G06,2,PSO,18,400,0,401,inf,0.0175402381287292,400.0,0.0133236790006776
G06,2,PSO,19,400,0,401,inf,0.0101474461483856,400.0,0.0138734579995798
G06,2,PSO,20,400,0,401,inf,0.0098442690399359,400.0,0.0143262419987877
G06,2,PSO,21,400,1,140,-2925.374270204716,0.0,400.0,0.0136003219995473
G06,2,PSO,22,400,0,401,inf,0.0313772388145704,400.0,0.0121473240014893
G06,2,PSO,23,400,0,401,inf,0.02448755003263,400.0,0.0116526580004574
G06,2,PSO,24,400,0,401,inf,0.0099149462606318,400.0,0.0131667509995168
G06,2,PSO,25,400,0,401,inf,0.0098811003684996,400.0,0.0135443920007674
G06,2,PSO,26,400,0,401,inf,0.0099687242663625,400.0,0.0145353830012027
G06,2,PSO,27,400,0,401,inf,0.0229038709363297,400.0,0.0130177010014449
G06,2,PSO,28,400,0,401,inf,0.0100018245167722,400.0,0.0137502470006438
G06,2,PSO,29,400,0,401,inf,0.0098931609057145,400.0,0.0377853669997421
G08,2,CMA-ES,0,400,1,164,-0.0948120807842028,0.0,400.0,0.0133095569999568
G08,2,CMA-ES,1,400,1,84,-0.0601928103020097,0.0,400.0,0.0138797760009765
G08,2,CMA-ES,2,400,1,36,-0.0957884931283288,0.0,400.0,0.0144840069988276
G08,2,CMA-ES,3,400,1,17,-0.0953924141574452,0.0,400.0,0.0134222380002029
G08,2,CMA-ES,4,400,1,225,-0.0951454872656906,0.0,400.0,0.0152040390003094
G08,2,CMA-ES,5,400,1,182,-0.0949268514093081,0.0,400.0,0.0143314039996766
G08,2,CMA-ES,6,400,1,33,-0.0879370397914971,0.0,400.0,0.0144825740007945
G08,2,CMA-ES,7,400,1,107,-0.0948276792570855,0.0,400.0,0.0135607230004097
G08,2,CMA-ES,8,400,1,49,-0.0910437696847587,0.0,400.0,0.01367729499907
G08,2,CMA-ES,9,400,1,145,-0.0900641432494978,0.0,400.0,0.0150087340007303
G08,2,CMA-ES,10,400,1,181,-0.0907612454968849,0.0,400.0,0.0143625009986863
G08,2,CMA-ES,11,400,1,64,-0.0958230595358845,0.0,400.0,0.0147384090014384
G08,2,CMA-ES,12,400,1,93,-0.0949731991961792,0.0,400.0,0.0130137380001542
G08,2,CMA-ES,13,400,1,125,-0.0938358783972748,0.0,400.0,0.0115954230004717
G08,2,CMA-ES,14,400,1,135,-0.0930858365237502,0.0,400.0,0.0137093949997506
G08,2,CMA-ES,15,400,1,142,-0.0953974326122407,0.0,400.0,0.0138274540004204
G08,2,CMA-ES,16,400,1,84,-0.0948194798949127,0.0,400.0,0.0141738120000809
G08,2,CMA-ES,17,400,1,130,-0.0905451706711914,0.0,400.0,0.0136769149994506
G08,2,CMA-ES,18,400,1,67,-0.0950425790713669,0.0,400.0,0.0128374689993506
G08,2,CMA-ES,19,400,1,165,-0.0956513025514064,0.0,400.0,0.0143988420004461
G08,2,CMA-ES,20,400,1,82,-0.095769332052682,0.0,400.0,0.0130783700005849
G08,2,CMA-ES,21,400,1,170,-0.0952234446921859,0.0,400.0,0.0131774180008505
G08,2,CMA-ES,22,400,1,39,-0.0957233310410855,0.0,400.0,0.0120233220004593
G08,2,CMA-ES,23,400,1,128,-0.0950186517329133,0.0,400.0,0.01300227199863
G08,2,CMA-ES,24,400,1,8,-0.0957607204294387,0.0,400.0,0.0167702130001998
G08,2,CMA-ES,25,400,1,76,-0.0950504347076266,0.0,400.0,0.0141249290009
G08,2,CMA-ES,26,400,1,75,-0.0828898341834383,0.0,400.0,0.0172303759991336
G08,2,CMA-ES,27,400,1,103,-0.0902729044349831,0.0,400.0,0.0139243150006223
G08,2,CMA-ES,28,400,1,145,-0.0848187182317671,0.0,400.0,0.0151949850005621
G08,2,CMA-ES,29,400,1,34,-0.0956982231964334,0.0,400.0,0.0137830450003093
G08,2,DCAS-CMA,0,400,1,60,-0.0945369413101907,0.0,393.2858165315185,0.1499911129994871
G08,2,DCAS-CMA,1,400,1,9,-0.0932148277440616,0.0,392.9342501470215,0.1397600629989028
G08,2,DCAS-CMA,2,400,1,81,-0.0945526668106417,0.0,394.794518770525,0.1292287870001018
G08,2,DCAS-CMA,3,400,1,52,-0.0955122255337256,0.0,395.386328179373,0.1409286440011783
G08,2,DCAS-CMA,4,400,1,34,-0.095026628686769,0.0,394.2950568266904,0.1424607419994572
G08,2,DCAS-CMA,5,400,1,83,-0.0887139635681753,0.0,392.371031364267,0.1214340659989829
G08,2,DCAS-CMA,6,400,1,15,-0.0956729495876689,0.0,390.73102910211406,0.1566755920011928
G08,2,DCAS-CMA,7,400,1,41,-0.0936149173551409,0.0,389.6116378000742,0.1534211800008051
G08,2,DCAS-CMA,8,400,1,17,-0.0950545093053392,0.0,392.300664995984,0.1698511809991032
G08,2,DCAS-CMA,9,400,1,84,-0.0954555632378368,0.0,393.06986186569947,0.1465681359986774
G08,2,DCAS-CMA,10,400,1,61,-0.0946282424345181,0.0,396.6393070365762,0.1391620009999314
G08,2,DCAS-CMA,11,400,1,44,-0.0936273142911466,0.0,393.7454011871971,0.1464109480002662
G08,2,DCAS-CMA,12,400,1,41,-0.0954920881882958,0.0,385.738292518028,0.1381669959991995
G08,2,DCAS-CMA,13,400,1,76,-0.0951203723528786,0.0,395.08699447706834,0.1326974260009592
G08,2,DCAS-CMA,14,400,1,45,-0.0950266956211213,0.0,393.122646859349,0.163773709000452
G08,2,DCAS-CMA,15,400,1,42,-0.0957271092872156,0.0,393.8711188275156,0.1604097359995648
G08,2,DCAS-CMA,16,400,1,13,-0.0949421661168805,0.0,388.4007563783863,0.1459069459997408
G08,2,DCAS-CMA,17,400,1,11,-0.095137605391124,0.0,395.2185536458357,0.157193097000345
G08,2,DCAS-CMA,18,400,1,50,-0.0957570883176842,0.0,392.5928014820159,0.1418442579997645
G08,2,DCAS-CMA,19,400,1,41,-0.0939372440184878,0.0,393.1203099716452,0.1392112350004026
G08,2,DCAS-CMA,20,400,1,16,-0.0930261851038416,0.0,393.6816326066719,0.1710582680007064
G08,2,DCAS-CMA,21,400,1,42,-0.0933526419476584,0.0,400.29828256019806,0.1474285060012334
G08,2,DCAS-CMA,22,400,1,63,-0.0686926290645862,0.0,395.1385164336589,0.1330338749994553
G08,2,DCAS-CMA,23,400,1,47,-0.0923199815698895,0.0,389.543249798025,0.1541075509994698
G08,2,DCAS-CMA,24,400,1,82,-0.094030254216007,0.0,394.3066243117826,0.1434422339989396
G08,2,DCAS-CMA,25,400,1,41,-0.0950245951865271,0.0,391.2784164855431,0.2366418310011795
G08,2,DCAS-CMA,26,400,1,81,-0.09559495157654,0.0,392.28419051546905,0.2884789399995497
G08,2,DCAS-CMA,27,400,1,45,-0.0953154297796916,0.0,390.1683058866565,0.2292154200004006
G08,2,DCAS-CMA,28,400,1,11,-0.0917850514590654,0.0,392.7096607108693,0.2591479069997149
G08,2,DCAS-CMA,29,400,1,41,-0.0952579794411184,0.0,392.7226764659597,0.1947295770005439
G08,2,DCAS-DE,0,400,1,63,-0.0951007589676075,0.0,383.4146423090058,0.143498276000173
G08,2,DCAS-DE,1,400,1,9,-0.0880708728184715,0.0,381.5455166419745,0.1503474119999737
G08,2,DCAS-DE,2,400,1,83,-0.0952842244153303,0.0,380.33624624560633,0.1466741779986478
G08,2,DCAS-DE,3,400,1,56,-0.0950728028084916,0.0,380.79318505601714,0.1520057669986272
G08,2,DCAS-DE,4,400,1,34,-0.0908995692432205,0.0,378.199524583126,0.1764016189990798
G08,2,DCAS-DE,5,400,1,58,-0.0938279254449619,0.0,378.57518689882585,0.1511553649997949
G08,2,DCAS-DE,6,400,1,15,-0.0860738491406899,0.0,380.4411438428126,0.1462992010001471
G08,2,DCAS-DE,7,400,1,81,-0.0936424127318815,0.0,381.1930061264207,0.150736326999322
G08,2,DCAS-DE,8,400,1,17,-0.09537996085084,0.0,377.80775658441775,0.1460826610000367
G08,2,DCAS-DE,9,400,1,49,-0.0907770004352995,0.0,380.03419363614506,0.1500822109992441
G08,2,DCAS-DE,10,400,1,80,-0.0889388254237753,0.0,381.21355576131685,0.1411560800006555
G08,2,DCAS-DE,11,400,1,51,-0.0948878597899808,0.0,379.8148523652184,0.1548402499993244
G08,2,DCAS-DE,12,400,1,43,-0.094011996608956,0.0,383.33940676627344,0.1522012910008925
G08,2,DCAS-DE,13,400,1,47,-0.0957947809372747,0.0,379.4141271815971,0.1525097480007389
G08,2,DCAS-DE,14,400,1,91,-0.0904971117502596,0.0,384.3405501712169,0.1433504460001131
G08,2,DCAS-DE,15,400,1,85,-0.0913134110540537,0.0,380.58387797856255,0.1430796550012019
G08,2,DCAS-DE,16,400,1,13,-0.0909537778894909,0.0,379.28142894582027,0.1571829509994131
G08,2,DCAS-DE,17,400,1,11,-0.0944490058786083,0.0,382.97973325891104,0.1590163520013447
G08,2,DCAS-DE,18,400,1,152,-0.0953815017892966,0.0,382.057574158411,0.1571607449986913
G08,2,DCAS-DE,19,400,1,90,-0.0942393330680405,0.0,384.395977948053,0.1398458670009859
G08,2,DCAS-DE,20,400,1,16,-0.0954832796937034,0.0,382.4499809738505,0.1425207769989356
G08,2,DCAS-DE,21,400,1,53,-0.0954059591864092,0.0,379.0653819145739,0.137771364999935
G08,2,DCAS-DE,22,400,1,70,-0.0903581422093734,0.0,380.6204569563774,0.1660388270011026
G08,2,DCAS-DE,23,400,1,66,-0.0941403031292447,0.0,379.9666792549848,0.1393017419995885
G08,2,DCAS-DE,24,400,1,46,-0.0943376127743086,0.0,378.1638840024468,0.1740504010012955
G08,2,DCAS-DE,25,400,1,72,-0.0936624819611077,0.0,381.7895286301198,0.1485841379999328
G08,2,DCAS-DE,26,400,1,77,-0.0928798512888142,0.0,381.2302280744775,0.1293453350008349
G08,2,DCAS-DE,27,400,1,57,-0.0778949897240267,0.0,380.39639056672826,0.1395101109992538
G08,2,DCAS-DE,28,400,1,11,-0.0955050615031259,0.0,381.0969797118637,0.1397296600007394
G08,2,DCAS-DE,29,400,1,43,-0.0951611475760856,0.0,378.5723863759147,0.139652546000434
G08,2,DCAS-PSO,0,400,1,82,-0.0891592423242465,0.0,385.7457874596673,0.1221891039986076
G08,2,DCAS-PSO,1,400,1,9,-0.0942437579070557,0.0,384.8542174518736,0.138984862000143
G08,2,DCAS-PSO,2,400,1,85,-0.0769244248632818,0.0,385.1110335172635,0.1289097690005292
G08,2,DCAS-PSO,3,400,1,88,-0.0560483127131167,0.0,387.1670001577596,0.1106237209987739
G08,2,DCAS-PSO,4,400,1,34,-0.0950055300260495,0.0,384.68597540470506,0.1286257140000088
G08,2,DCAS-PSO,5,400,1,113,-0.0815515692692787,0.0,383.4627651878507,0.1764164950000122
G08,2,DCAS-PSO,6,400,1,15,-0.0878947677350897,0.0,384.0078950050697,0.2156398539991642
G08,2,DCAS-PSO,7,400,1,47,-0.0937730330213142,0.0,383.4853956457529,0.2263016889992286
G08,2,DCAS-PSO,8,400,1,17,-0.0893478782837459,0.0,382.90577931879386,0.7655465970001387
G08,2,DCAS-PSO,9,400,1,138,-0.0880435281593853,0.0,388.7559887611287,0.1556160820000514
G08,2,DCAS-PSO,10,400,1,69,-0.088766978149478,0.0,387.06204993252544,0.3205877630007308
G08,2,DCAS-PSO,11,400,1,81,-0.0932239375126115,0.0,385.3407602009031,0.1284259969997947
G08,2,DCAS-PSO,12,400,1,47,-0.0847216325032098,0.0,384.72640574273896,0.1552685509996081
G08,2,DCAS-PSO,13,400,1,56,-0.0853307964747104,0.0,383.5525768341966,0.1410925959989981
G08,2,DCAS-PSO,14,400,1,71,-0.092633029759134,0.0,385.0296303817922,0.1515425739999045
G08,2,DCAS-PSO,15,400,1,49,-0.092581897671606,0.0,384.305833204164,0.1261925779999728
G08,2,DCAS-PSO,16,400,1,13,-0.0836141615111564,0.0,384.1949284851718,0.1440517900009581
G08,2,DCAS-PSO,17,400,1,11,-0.0799589504785636,0.0,384.7292491921667,0.1438197229999787
G08,2,DCAS-PSO,18,400,1,82,-0.0741742781350699,0.0,383.3847267643939,0.1389798930013057
G08,2,DCAS-PSO,19,400,1,70,-0.0909567336618197,0.0,384.4840012813854,0.1404160660003981
G08,2,DCAS-PSO,20,400,1,16,-0.0939009034406244,0.0,384.73045264309656,0.1406371989996842
G08,2,DCAS-PSO,21,400,1,46,-0.0951917558605661,0.0,386.026136502784,0.1505145540013472
G08,2,DCAS-PSO,22,400,1,90,-0.0812140767253284,0.0,383.8478360301431,0.1277168679989699
G08,2,DCAS-PSO,23,400,1,48,-0.0947351049414654,0.0,382.5288743006124,0.1359636440010945
G08,2,DCAS-PSO,24,400,1,89,-0.087272381029,0.0,382.6054128208581,0.1205999849989893
G08,2,DCAS-PSO,25,400,1,61,-0.0923598354212439,0.0,384.6132473735359,0.1396349939986976
G08,2,DCAS-PSO,26,400,1,57,-0.0823183060622328,0.0,384.2180931361683,0.1375115380014904
G08,2,DCAS-PSO,27,400,1,59,-0.0836038113142638,0.0,385.42386087854334,0.139631009000368
G08,2,DCAS-PSO,28,400,1,11,-0.0718201156588604,0.0,383.8359091294817,0.1411783479998121
G08,2,DCAS-PSO,29,400,1,61,-0.0954248426030556,0.0,384.61785629533466,0.1347539399994275
G08,2,JADE-NCV,0,400,1,226,-0.075501022317402,0.0,400.0,0.0285392460009461
G08,2,JADE-NCV,1,400,1,9,-0.0353370432888762,0.0,400.0,0.0292739149990666
G08,2,JADE-NCV,2,400,1,74,-0.0865838912083096,0.0,400.0,0.0256478369992692
G08,2,JADE-NCV,3,400,1,97,-0.0537799440612694,0.0,400.0,0.0260622360001434
G08,2,JADE-NCV,4,400,1,34,-0.0927334467060326,0.0,400.0,0.0285327159999724
G08,2,JADE-NCV,5,400,1,181,-0.0544420616499681,0.0,400.0,0.0278836309989856
G08,2,JADE-NCV,6,400,1,15,-0.0850156535036537,0.0,400.0,0.0259619410007871
G08,2,JADE-NCV,7,400,1,143,-0.0910725119267882,0.0,400.0,0.0325420869994559
G08,2,JADE-NCV,8,400,1,17,-0.0917149710605999,0.0,400.0,0.0320884169996134
G08,2,JADE-NCV,9,400,1,159,-0.088894664440105,0.0,400.0,0.0295985949996975
G08,2,JADE-NCV,10,400,1,112,-0.0587951804086565,0.0,400.0,0.0370733540003129
G08,2,JADE-NCV,11,400,1,68,-0.0610930431142275,0.0,400.0,0.0319626529999368
G08,2,JADE-NCV,12,400,1,140,-0.0735542887220423,0.0,400.0,0.0287624849988787
G08,2,JADE-NCV,13,400,1,69,-0.0824704148667026,0.0,400.0,0.0279877120010496
G08,2,JADE-NCV,14,400,1,114,-0.0860181631297848,0.0,400.0,0.0296843229989463
G08,2,JADE-NCV,15,400,1,90,-0.0865315942565255,0.0,400.0,0.0299432449992309
G08,2,JADE-NCV,16,400,1,13,-0.0953148231866696,0.0,400.0,0.0286133119989244
G08,2,JADE-NCV,17,400,1,11,-0.0694323566986434,0.0,400.0,0.0309072849995573
G08,2,JADE-NCV,18,400,1,47,-0.0887648315122528,0.0,400.0,0.0298245710000628
G08,2,JADE-NCV,19,400,1,115,-0.0906623373335731,0.0,400.0,0.0279732399994827
G08,2,JADE-NCV,20,400,1,16,-0.0832877510024078,0.0,400.0,0.0277640910007903
G08,2,JADE-NCV,21,400,1,144,-0.0783995022896046,0.0,400.0,0.0298046969983261
G08,2,JADE-NCV,22,400,1,44,-0.0500645604460461,0.0,400.0,0.0299001710009179
G08,2,JADE-NCV,23,400,1,120,-0.0923373782516398,0.0,400.0,0.0271239080011582
G08,2,JADE-NCV,24,400,1,131,-0.0652049404126713,0.0,400.0,0.0287576930004433
G08,2,JADE-NCV,25,400,1,90,-0.0796549020929205,0.0,400.0,0.0292835309992369
G08,2,JADE-NCV,26,400,1,171,-0.0871980624370708,0.0,400.0,0.0265905209998891
G08,2,JADE-NCV,27,400,1,110,-0.0905369697402615,0.0,400.0,0.0286465909994149
G08,2,JADE-NCV,28,400,1,11,-0.0846594005642689,0.0,400.0,0.0403438240009563
G08,2,JADE-NCV,29,400,1,44,-0.0634437930771057,0.0,400.0,0.0274655770008394
G08,2,PSO,0,400,1,71,-0.0900831035727855,0.0,400.0,0.0133606100007455
G08,2,PSO,1,400,1,9,-0.0949623907763546,0.0,400.0,0.0131502809999801
G08,2,PSO,2,400,1,51,-0.0952646869677412,0.0,400.0,0.0135666520000086
G08,2,PSO,3,400,1,49,-0.0856917725156977,0.0,400.0,0.0137835709992941
G08,2,PSO,4,400,1,34,-0.0688552025351777,0.0,400.0,0.0141042049999668
G08,2,PSO,5,400,1,72,-0.0915577818062449,0.0,400.0,0.0127294070007337
G08,2,PSO,6,400,1,15,-0.0895348351026609,0.0,400.0,0.0142608690002816
G08,2,PSO,7,400,1,46,-0.0611416996378073,0.0,400.0,0.0130178529998374
G08,2,PSO,8,400,1,17,-0.0952552827723483,0.0,400.0,0.0188072699984331
G08,2,PSO,9,400,1,99,-0.0937246766152874,0.0,400.0,0.0139739330006705
G08,2,PSO,10,400,1,56,-0.0912892981970465,0.0,400.0,0.0143416030005028
G08,2,PSO,11,400,1,41,-0.0937116123155577,0.0,400.0,0.014015818000189
G08,2,PSO,12,400,1,60,-0.0788294269645736,0.0,400.0,0.0130121060010424
G08,2,PSO,13,400,1,56,-0.0951032863727418,0.0,400.0,0.015661302000808
G08,2,PSO,14,400,1,49,-0.0739698095383223,0.0,400.0,0.0124303070006135
G08,2,PSO,15,400,1,49,-0.0916643525438993,0.0,400.0,0.0145845469996856
G08,2,PSO,16,400,1,13,-0.0938946008979598,0.0,400.0,0.0187118350004311
G08,2,PSO,17,400,1,11,-0.0957405330555572,0.0,400.0,0.0140209820001473
G08,2,PSO,18,400,1,51,-0.092279526425508,0.0,400.0,0.0159169939997809
G08,2,PSO,19,400,1,90,-0.0783064458941751,0.0,400.0,0.0154655820006155
G08,2,PSO,20,400,1,16,-0.0937872513707129,0.0,400.0,0.0137800209995475
G08,2,PSO,21,400,1,49,-0.0862804434904205,0.0,400.0,0.0130044079996878
G08,2,PSO,22,400,1,92,-0.0941892610989578,0.0,400.0,0.0122450170001684
G08,2,PSO,23,400,1,44,-0.082571585892522,0.0,400.0,0.0130819019996124
G08,2,PSO,24,400,1,97,-0.0927910843750776,0.0,400.0,0.0130569390003074
G08,2,PSO,25,400,1,42,-0.0910269330682563,0.0,400.0,0.0139488739987427
G08,2,PSO,26,400,1,90,-0.0882375796959328,0.0,400.0,0.0129992040001525
G08,2,PSO,27,400,1,44,-0.0908578197594463,0.0,400.0,0.0138387259994487
G08,2,PSO,28,400,1,11,-0.0949209849675391,0.0,400.0,0.0130155329989065
G08,2,PSO,29,400,1,41,-0.0850636673038605,0.0,400.0,0.0131958969996048
NarrowCorridor12,12,CMA-ES,0,400,0,401,inf,0.7723176428545071,400.0,0.020658302000811
NarrowCorridor12,12,CMA-ES,1,400,1,312,2.56472056711106,0.0,400.0,0.0194783569986611
NarrowCorridor12,12,CMA-ES,2,400,1,375,2.3082300890486307,0.0,400.0,0.0223403500003769
NarrowCorridor12,12,CMA-ES,3,400,0,401,inf,0.1208937726471933,400.0,0.0198778390004008
NarrowCorridor12,12,CMA-ES,4,400,0,401,inf,0.1937754022523529,400.0,0.0192885670003306
NarrowCorridor12,12,CMA-ES,5,400,0,401,inf,0.1815564304862162,400.0,0.018708499999775
NarrowCorridor12,12,CMA-ES,6,400,1,259,1.9010548417495576,0.0,400.0,0.0191708389993436
NarrowCorridor12,12,CMA-ES,7,400,0,401,inf,0.2608200198658295,400.0,0.0199911039999278
NarrowCorridor12,12,CMA-ES,8,400,1,362,2.0335985065534263,0.0,400.0,0.0208785449995048
NarrowCorridor12,12,CMA-ES,9,400,0,401,inf,0.3235657808551946,400.0,0.0187531619994842
NarrowCorridor12,12,CMA-ES,10,400,0,401,inf,0.0904487773467138,400.0,0.020323210999777
NarrowCorridor12,12,CMA-ES,11,400,0,401,inf,0.0944569223398284,400.0,0.023141523999584
NarrowCorridor12,12,CMA-ES,12,400,0,401,inf,0.0186691966043398,400.0,0.0228910430014366
NarrowCorridor12,12,CMA-ES,13,400,0,401,inf,0.3677227409189089,400.0,0.0244311340011336
