problem,dim,method,seed,budget,kappa,success,first_feasible,best_f,final_ncv,declared_cost,structural_gain,allocation_sd,rcd,action_entropy,action_counts
Annulus10,10,DE-NCV,0,400,1.0,0,401,inf,0.021839820893269517,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,1,400,1.0,0,401,inf,0.1109699232091052,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,2,400,1.0,1,192,1.3559287927199593,0.0,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,3,400,1.0,0,401,inf,0.10911650224378913,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,4,400,1.0,0,401,inf,0.23414098101005298,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,5,400,1.0,0,401,inf,0.6813185785251764,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,6,400,1.0,0,401,inf,0.4114364988829064,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,7,400,1.0,0,401,inf,0.1392065598195183,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,8,400,1.0,0,401,inf,0.09425792222188442,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,9,400,1.0,0,401,inf,0.0452434111239613,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,10,400,1.0,0,401,inf,0.1718500830250316,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,11,400,1.0,0,401,inf,0.13407146922938729,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,12,400,1.0,0,401,inf,0.2562751784377812,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,13,400,1.0,0,401,inf,0.1038850954909209,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,14,400,1.0,0,401,inf,0.11911080841761607,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,15,400,1.0,0,401,inf,0.022233981236075978,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,16,400,1.0,0,401,inf,0.2420712449724347,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,17,400,1.0,0,401,inf,0.06866264534783909,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,18,400,1.0,0,401,inf,0.01770657332858605,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,19,400,1.0,0,401,inf,0.11037085126695459,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,20,400,1.0,1,256,2.160757758539522,0.0,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,21,400,1.0,0,401,inf,0.05794171903101861,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,22,400,1.0,0,401,inf,0.0906678088002913,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,23,400,1.0,1,309,2.280716591588828,0.0,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,24,400,1.0,0,401,inf,0.016274081745550714,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,25,400,1.0,0,401,inf,0.10944320063119795,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,26,400,1.0,0,401,inf,0.23935412117698257,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,27,400,1.0,0,401,inf,0.10446944589087578,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,28,400,1.0,0,401,inf,0.14234931964192263,400.0,0.0,0.0,0.0,0.0,{}
Annulus10,10,DE-NCV,29,400,1.0,1,390,1.70310453578592,0.0,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,0,400,1.0,0,401,inf,1.6442275146305088,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,1,400,1.0,0,401,inf,1.366729536616692,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,2,400,1.0,0,401,inf,1.0524758353166956,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,3,400,1.0,0,401,inf,1.2672751859286904,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,4,400,1.0,0,401,inf,1.5707026406740858,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,5,400,1.0,0,401,inf,1.5924564635329408,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,6,400,1.0,0,401,inf,1.2047494960280418,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,7,400,1.0,0,401,inf,1.5605464820114998,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,8,400,1.0,0,401,inf,1.439088157190254,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,9,400,1.0,0,401,inf,1.277895085993745,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,10,400,1.0,0,401,inf,0.7965716372057067,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,11,400,1.0,0,401,inf,1.0856851269693322,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,12,400,1.0,0,401,inf,0.5865455109830129,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,13,400,1.0,0,401,inf,0.9790636028515328,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,14,400,1.0,0,401,inf,1.3255223222057464,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,15,400,1.0,0,401,inf,0.9322267715197519,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,16,400,1.0,0,401,inf,1.3512279956443973,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,17,400,1.0,0,401,inf,1.207162719512057,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,18,400,1.0,0,401,inf,1.9417150779642562,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,19,400,1.0,0,401,inf,1.277144034657214,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,20,400,1.0,0,401,inf,1.8601023462245991,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,21,400,1.0,0,401,inf,0.7749351463130472,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,22,400,1.0,0,401,inf,1.3677512430216816,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,23,400,1.0,0,401,inf,1.5774768630056357,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,24,400,1.0,0,401,inf,0.8796834482615402,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,25,400,1.0,0,401,inf,1.0830090361650186,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,26,400,1.0,0,401,inf,1.4659731564448402,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,27,400,1.0,0,401,inf,1.6794903349096553,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,28,400,1.0,0,401,inf,1.4554825560607472,400.0,0.0,0.0,0.0,0.0,{}
ChainConstraint30,30,DE-NCV,29,400,1.0,0,401,inf,0.9804320078274621,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,0,400,1.0,0,401,inf,0.006978532673671191,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,1,400,1.0,0,401,inf,0.011415213473330823,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,2,400,1.0,1,359,-1568.243605987142,0.0,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,3,400,1.0,0,401,inf,0.009779239959435557,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,4,400,1.0,0,401,inf,0.0025503423938792557,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,5,400,1.0,0,401,inf,0.01425990945598869,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,6,400,1.0,0,401,inf,0.00044837328512286944,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,7,400,1.0,0,401,inf,0.004734126588832896,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,8,400,1.0,0,401,inf,0.003874267405567906,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,9,400,1.0,1,348,-1596.0050494171403,0.0,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,10,400,1.0,0,401,inf,0.02276979259317992,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,11,400,1.0,0,401,inf,0.0001962390121133523,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,12,400,1.0,0,401,inf,0.012213248313486247,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,13,400,1.0,0,401,inf,0.0020549179592768496,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,14,400,1.0,0,401,inf,0.0195850453632506,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,15,400,1.0,1,327,-1743.0428660047921,0.0,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,16,400,1.0,0,401,inf,0.018774952568914073,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,17,400,1.0,1,334,-4297.331949197454,0.0,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,18,400,1.0,1,229,-5584.874126435434,0.0,400.0,0.0,0.0,0.0,0.0,{}
G06,2,DE-NCV,19,400,1.0,0,401,inf,0.010162686242505006,400.0,0.0,0.0,0.0,0.0,{}
